en_sents,vi_sents
"Tickets are valid for just two days, including the day they are purchased on.","vé có giá trị chỉ trong hai ngày, bao gồm cả ngày họ được mua."
There are holes in the floor,có lỗ trên sàn nhà
He studied as hard as anybody in his class.,anh học chăm chỉ như bất kỳ ai trong lớp.
It was a ridiculous question,đó là một câu hỏi lố bịch
Tom has curly hair.,tom có mái tóc xoăn.
Please give me a chance.,Làm ơn cho tôi một cơ hội.
"While I was waiting for the bus, I witnessed a traffic accident","Trong khi tôi đang đợi xe buýt, tôi đã chứng kiến một vụ tai nạn giao thông"
London was bombed several times,london đã bị ném bom nhiều lần
Tom rewrote his essay and turned it in a day late.,tom viết lại bài luận của mình và biến nó trong một ngày muộn.
Mary can't decide whether or not to buy the dress.,mary không thể quyết định có mua chiếc váy đó hay không.
Do you still want to go?,bạn vẫn muốn đi chứ
Tom was unable to hide his reaction,tom không thể che giấu phản ứng của mình
They are not sisters.,họ không phải là chị em
He forgot it again.,Anh lại quên mất.
How is your last name written?,họ của bạn được viết như thế nào?
They settled on the terms of the contract.,họ giải quyết các điều khoản của hợp đồng.
I'm sick and tired of being lonely.,Tôi phát ốm và mệt mỏi vì cô đơn.
Is anybody on the line?,có ai trên đường không?
The people set up a new government.,người dân thành lập một chính phủ mới.
I want to see him no matter what,tôi muốn gặp anh ấy dù thế nào đi nữa
You can't have any of this cake,bạn không thể có bất kỳ chiếc bánh này
Can we do anything to help Tom?,chúng ta có thể làm gì để giúp tom không?
That's what makes the difference,đó là điều làm nên sự khác biệt
I'll get in touch with Jim and ask him to come over,tôi sẽ liên lạc với jim và yêu cầu anh ấy đến đây
I'm sure the two of you agree.,Tôi chắc chắn rằng hai bạn đồng ý.
I need to know.,tôi cần biết.
Illness kept me from going there,bệnh tật giữ tôi khỏi đó
There's a trend these days towards small families,ngày nay có xu hướng gia đình nhỏ
You can let go of me now.,bạn có thể buông tôi ra bây giờ
This is shocking.,Điều này gây sốc.
Tom doesn't know how much the ticket will cost.,Tom không biết vé sẽ có giá bao nhiêu.
Did you hear what happened at school last Monday?,bạn có nghe thấy những gì đã xảy ra ở trường vào thứ hai tuần trước không?
I think we can go on our way now.,Tôi nghĩ rằng chúng ta có thể đi trên con đường của chúng tôi bây giờ.
"She has some faults, but I love her all the more because of them.","Cô ấy có một số lỗi, nhưng tôi yêu cô ấy nhiều hơn vì chúng."
We're not waiting around.,chúng tôi không chờ đợi xung quanh.
This is getting crazy,điều này đang trở nên điên rồ
Tom and Mary are very much in love,tom và mary rất nhiều trong tình yêu
I sat behind a very tall man in the theater,tôi ngồi sau một người đàn ông rất cao trong nhà hát
My life is different now.,cuộc sống của tôi bây giờ đã khác
You've got to answer the question,bạn phải trả lời câu hỏi
I'm as tall as Tom,tôi cao bằng tom
Tom could be anywhere,tom có thể ở bất cứ đâu
What's it good for?,nó tốt cho cái gì
Mary went on a voyage around the world.,mary đã đi một chuyến đi vòng quanh thế giới.
I'd rather clean my room than spend time doing my homework,Tôi thà dọn phòng hơn là dành thời gian làm bài tập về nhà
"She is rich, certainly, but I don't think she's very smart.","Cô ấy giàu có, chắc chắn, nhưng tôi không nghĩ cô ấy rất thông minh."
I thought you gave Tom your old jacket,tôi nghĩ bạn đã cho tom chiếc áo khoác cũ của bạn
The Soviet Union launched Sputnik I in 1957,Liên minh Xô Viết ra mắt Sputnik i vào năm 1957
The court condemned the man to death by lethal injection.,Tòa án kết án người đàn ông đến chết bằng cách tiêm thuốc độc.
You've got your work cut out for you.,bạn đã có công việc của bạn cắt ra cho bạn.
Tom almost convinced me,tom gần như đã thuyết phục tôi
The murderer was executed,kẻ giết người đã bị xử tử
Why do I even bother?,tại sao tôi còn bận tâm
Is this Tom's bag?,cái túi này của tom phải không?
You can wear my scarf as long as you don't spill anything on it.,bạn có thể đeo khăn của tôi miễn là bạn không làm đổ bất cứ thứ gì lên nó.
I enlisted in the Air Force,tôi nhập ngũ
I started studying French a few weeks ago.,tôi bắt đầu học tiếng Pháp vài tuần trước.
Don't vilify me!,đừng phỉ báng tôi!
Tom just wanted to have fun.,tom chỉ muốn vui vẻ
I wish Tom would stay,tôi ước tom sẽ ở lại
I know you don't know Tom,tôi biết bạn không biết tom
I knew Tom was dead,tôi biết tom đã chết
We'll have troubles for sure.,Chắc chắn chúng ta sẽ gặp rắc rối.
They didn't say anything,họ không nói gì cả
I have a secret dream,tôi có một giấc mơ bí mật
Please come and see us sometime during the vacation,thỉnh thoảng hãy đến và gặp chúng tôi trong kỳ nghỉ
Be careful when you cross the street,cẩn thận khi bạn băng qua đường
Are you going somewhere?,bạn đang đi đâu đó à
What was there?,cai gi đa ở đo?
The cat seems to want some water.,Con mèo dường như muốn uống nước.
She reluctantly agreed to our proposal.,Cô miễn cưỡng đồng ý với đề nghị của chúng tôi.
A mere repetition of other people's research cannot be called true scientific research,một sự lặp lại chỉ nghiên cứu của người khác không thể được gọi là nghiên cứu khoa học thực sự
They wash their hands.,họ rửa tay.
I don't want any distractions.,tôi không muốn bất kỳ phiền nhiễu.
You catch on quickly.,bạn nắm bắt nhanh chóng
I can't get in touch with Tom,tôi không thể liên lạc với tom
Tom didn't get on the train with Mary,Tom đã không lên tàu với mary
This is no time for joking,đây không phải là lúc để nói đùa
How is Tom anyhow?,Tom thế nào rồi?
Tom's big-headed,đầu to của tom
Tom spent all night worrying about what might happen,tom dành cả đêm để lo lắng về những gì có thể xảy ra
Keep Tom away from me,tránh xa tôi ra
She is now eighty-one years old,cô ấy bây giờ đã tám mươi mốt tuổi
I haven't yet been told how much they are willing to pay,tôi chưa được cho biết họ sẵn sàng trả bao nhiêu
I hope Tom remembers us,tôi hy vọng tom nhớ chúng tôi
Tom began to open the present.,tom bắt đầu mở quà
"For a refund, you must return the item unopened","để được hoàn lại tiền, bạn phải trả lại hàng chưa mở"
Shall we go and eat?,chúng ta sẽ đi ăn chứ
We welcome you to our club,chúng tôi chào đón bạn đến câu lạc bộ của chúng tôi
I caught them by surprise,tôi bất ngờ bắt gặp họ
Do you like Moscow?,bạn có thích moscow không?
I'm a little hesitant to go there by myself,tôi hơi do dự khi đến đó một mình
Where can I buy stamps?,Tôi có thể mua tem ở đâu?
A growing child who doesn't seem to have much energy perhaps needs medical attention,một đứa trẻ đang lớn dường như không có nhiều năng lượng có lẽ cần được chăm sóc y tế
"If you do come up with something, let me know","nếu bạn nghĩ ra cái gì đó, hãy cho tôi biết"
Tom lives on the other side of the valley.,tom sống ở phía bên kia thung lũng.
I'm so glad,tôi rất vui mừng
What would you do if you failed?,Bạn sẽ làm gì nếu thất bại?
Tom shared his chocolate bar with his friend.,tom chia sẻ thanh sô cô la của mình với bạn của mình.
Why were you laughing?,tại sao bạn lại cười
Tom can speak French well.,tom có thể nói tiếng Pháp tốt
The old woman climbed the stairs with difficulty.,Bà lão leo lên cầu thang một cách khó khăn.
I'm not a good person,tôi không phải là người tốt
There are plenty of oranges on the tree.,có rất nhiều cam trên cây.
I didn't think Tom would want to see me again,tôi không nghĩ tom sẽ muốn gặp lại tôi
I'd love to know everything about you,tôi rất muốn biết mọi thứ về bạn
Many paintings hang in the shop.,nhiều bức tranh treo trong cửa hàng.
I can't pay Tom today.,Tôi không thể trả tom hôm nay.
She held her baby in her arms.,cô bế con trên tay.
Let's go get lunch,chúng ta hãy đi ăn trưa
Would you mind telling me how to do this?,bạn có phiền cho tôi biết làm thế nào để làm điều này?
Who wants to go?,Ai muốn đi?
I can't remember where I hid my money.,tôi không thể nhớ nơi tôi đã giấu tiền của mình.
Tom is obviously trying to cause trouble,tom rõ ràng là đang cố gây rắc rối
He's out of the office because he's in Osaka on business,Anh ấy ra khỏi văn phòng vì anh ấy ở osaka vì công việc
Tom doesn't mind being told what to do.,Tom không phiền khi được bảo phải làm gì.
That's one of the reasons,đó là một trong những lý do
Tom is a bookkeeper.,tom là một nhân viên kế toán
Do you know when his plane is arriving?,Bạn có biết khi máy bay của anh ấy đến không?
That won't help,điều đó sẽ không giúp
"Whether we win or lose, I won't have any hard feelings","dù chúng ta thắng hay thua, tôi sẽ không có cảm giác khó khăn"
I do not understand the exact meaning of this sentence.,tôi không hiểu ý nghĩa chính xác của câu này.
Our security cameras are fake,camera an ninh của chúng tôi là giả
This isn't everyone's cup of tea,đây không phải là tách trà của mọi người
I'll call you up tomorrow morning.,Tôi sẽ gọi bạn dậy vào sáng mai.
I'm still not used to living in Boston,Tôi vẫn chưa quen sống ở boston
He snored loudly while he slept,anh ta ngáy to trong khi ngủ
What will happen to her?,chuyện gì sẽ xảy ra với cô ấy
Tom came to see you yesterday.,Tom đã đến gặp bạn ngày hôm qua.
It has been raining for three days on end.,trời đã mưa trong ba ngày liên tục.
Please give me the newspaper when you've finished reading it,vui lòng đưa cho tôi tờ báo khi bạn đọc xong
His jokes made us laugh,những trò đùa của anh ấy làm chúng tôi cười
He saved the princess.,anh cứu công chúa.
I'm supposed to see Tom,tôi phải xem tom
