en_sents,vi_sents
I'll wait for you downstairs.,Tôi sẽ đợi bạn ở tầng dưới.
I'm not going to stop.,Tôi sẽ không dừng lại.
Tom has excellent physical endurance.,Tom có sức chịu đựng thể chất tuyệt vời.
I'm confident I'll ace the test.,Tôi tin mình sẽ đạt điểm cao trong bài kiểm tra.
I want to go by air if possible.,tôi muốn đi bằng đường hàng không nếu có thể
Tom doesn't speak French at all.,Tom không nói tiếng Pháp chút nào.
I just remembered,tôi chỉ nhớ
I don't know where Tom is from,tôi không biết tom đến từ đâu
They tried a third time.,họ đã thử lần thứ ba.
I've brought you something.,tôi đã mang cho bạn vài thứ
We have a collection of bags in this spot.,Chúng tôi có một bộ sưu tập túi ở vị trí này.
He chose not to provide feedback on the subject.,Anh ấy chọn không đưa ra phản hồi về chủ đề này.
I don't expect you to understand it.,tôi không mong bạn hiểu nó
That would be awkward.,đó sẽ là khó xử.
Tom continued yelling.,Tom tiếp tục la hét.
He could hardly make himself understood,anh ta khó có thể hiểu chính mình
Tom appeared suddenly.,tom xuất hiện bất ngờ.
You're in my way,bạn theo cách của tôi
Sunlight from the morning entered via the window.,Ánh nắng buổi sáng chiếu vào qua cửa sổ.
Don't take it too literally.,đừng hiểu quá nhiều theo nghĩa đen
Things are steadily going downhill.,Mọi thứ đang ngày càng tệ đi một cách đều đặn.
Tom got in the car and started the engine,tom lên xe và nổ máy
My major is medieval European history.,chuyên ngành của tôi là lịch sử châu Âu thời trung cổ.
Do you want to go see a movie after dinner tonight?,Bạn có muốn đi xem phim sau bữa tối nay không?
Why don't we think about this for another week or so?,Tại sao chúng ta không nghĩ về điều này trong một tuần nữa?
I'm only trying to save some time.,Tôi chỉ cố gắng tiết kiệm thời gian.
He needs you to purchase him some novel playthings.,Anh ấy cần bạn mua cho anh ấy vài món đồ chơi mới lạ.
They won't be in time for the meeting,họ sẽ không đến kịp cuộc họp
How much money do you have hidden under your bed?,bạn đã giấu bao nhiêu tiền dưới gầm giường?
The store changed hands at the end of last summer.,cửa hàng đã đổi chủ vào cuối mùa hè năm ngoái.
Tom called you,tom gọi bạn
Romeo instantly fell in love with Juliet,romeo ngay lập tức yêu juliet
John is the taller of the two,john là cao hơn của hai
The bellows are not working.,ống thổi không hoạt động.
I didn't forget about you.,tôi đã không quên bạn
I just drove down here from Boston,tôi vừa lái xe xuống đây từ boston
An answer is what Tom is expecting.,Một câu trả lời là điều Tom đang mong đợi.
Were all the containers opened by you?,Tất cả các thùng đều đã được bạn mở ra phải không?
How did Tom succeed in getting you involved in this?,Tom đã thành công trong việc lôi kéo bạn vào chuyện này bằng cách nào?
The floor is wet and slippery.,sàn nhà ẩm ướt và trơn trượt.
My departure from here is set for early tomorrow.,Việc tôi rời khỏi đây được ấn định vào sáng sớm ngày mai.
Tom hopes to receive a response soon.,Tom hy vọng sớm nhận được một phản hồi.
Have you finished opening all of the packages?,Bạn đã mở xong tất cả các gói hàng chưa?
Who will do it?,ai sẽ làm điều đó
Can I swap yen for dollars at any bank here?,Tôi có thể đổi yên lấy đô la ở ngân hàng nào ở đây không?
Don't open your eyes.,Đừng mở mắt ra.
These grapes are ripe.,những quả nho này đã chín.
He taught history at the school,ông dạy môn lịch sử ở trường
He is expected to be back in a little while.,Anh ấy dự kiến sẽ trở lại trong chốc lát.
We must clean up the kitchen,chúng ta phải dọn dẹp nhà bếp
His car fell into the lake,xe anh rơi xuống hồ
Tom has to be furious.,Tom hẳn là rất tức giận.
I've been shopping with Tom.,Tôi đã đi mua sắm với tom.
Project your voice to ensure you're heard.,Hãy nói to để đảm bảo bạn được lắng nghe.
None of them are authentic.,Không có cái nào trong số chúng là thật.
What a hot day!,thật là một ngày nóng
He's very shy. He says he wants to see you,Anh ấy rất ngại. anh ấy nói muốn gặp bạn
I want to do it again,tôi muốn làm lại lần nữa
Tom didn't mind.,Tom không bận tâm.
It's essential for me to head out early tomorrow morning.,Điều cần thiết là tôi phải đi sớm vào sáng mai.
We have scant hope for his triumph.,Chúng ta có rất ít hy vọng vào sự chiến thắng của anh ấy.
I should be at school,tôi nên ở trường
Jack got his friend a present.,Jack đã tặng bạn mình một món quà.
It was uncharacteristic for Tom to concede so readily to me.,Việc Tom nhượng bộ tôi dễ dàng như vậy là điều không thường thấy.
We don't need a visa to go to France.,chúng tôi không cần thị thực để đi đến Pháp.
Tom is now looking for a bigger house to live in.,Tom đang tìm kiếm một ngôi nhà lớn hơn để sống.
I have lived in Boston since 1995,tôi đã sống ở boston từ năm 1995
I know how frustrating this must be,tôi biết điều này phải bực bội như thế nào
You still have a lot of work to do.,bạn vẫn còn rất nhiều việc phải làm
How many aunts and uncles do you have?,bạn có bao nhiêu cô dì chú bác
You'd look good in that dress.,bạn sẽ trông ổn trong chiếc váy đó
Could I look at that book?,tôi có thể nhìn vào cuốn sách đó không?
It was a very pleasant experience visiting.,Đó là một trải nghiệm thăm quan rất dễ chịu.
The outcomes don't concern me.,Những kết quả đó không làm tôi lo lắng.
The burial practice for Muslims involves placing bodies in graves.,Tập tục chôn cất của người Hồi giáo bao gồm việc đặt thi thể vào mộ.
Just do exactly what you've been instructed.,Cứ làm đúng như những gì bạn đã được chỉ dẫn.
I know what to expect.,tôi biết những gì mong đợi
He'll soon catch up with Tom,anh ấy sẽ sớm bắt kịp với tom
I want you to go somewhere,tôi muốn bạn đi đâu đó
I'm making an effort to re-establish my balance.,Tôi đang nỗ lực để thiết lập lại sự cân bằng của mình.
I feel sick whenever I see blood,tôi cảm thấy ốm mỗi khi thấy máu
Unique ideas helped him to earn a high income,ý tưởng độc đáo đã giúp anh kiếm được thu nhập cao
I'll be leaving in March.,Tôi sẽ rời đi vào tháng ba.
I wonder where I put my glasses,tôi tự hỏi tôi để kính ở đâu
Tom told Mary he thought she was stupid,Tom nói với mary anh ấy nghĩ cô ấy thật ngốc
That's going to make things even more difficult.,Điều đó sẽ làm mọi việc trở nên khó khăn hơn nữa.
France has a higher birthrate than most of Europe.,Pháp có tỷ lệ sinh cao hơn hầu hết châu Âu.
It would be wise to have your vision checked.,Bạn nên đi kiểm tra thị lực.
You're not telling me anything I don't know,bạn không nói với tôi bất cứ điều gì tôi không biết
Take your time. We have all afternoon to shop.,mất thời gian của bạn chúng tôi có tất cả các buổi chiều để mua sắm.
I comprehend the cause for your remark.,Tôi hiểu nguyên nhân cho nhận xét của bạn.
It's not engaging at all.,Nó hoàn toàn không hấp dẫn chút nào.
He is about to die.,anh sắp chết.
Tom shaved off his mustache,tom cạo râu
Tom didn't put up a fight.,Tom đã không đưa ra một cuộc chiến.
Sometimes the Allies could not avoid battle.,đôi khi các đồng minh không thể tránh khỏi trận chiến.
Tom didn't know what he should do,Tom không biết mình nên làm gì
I stayed up all night,tôi thức cả đêm
We're both crazy.,cả hai chúng tôi đều điên
You have no more time remaining.,Bạn không còn thời gian nữa.
He declined their invitation,ông đã từ chối lời mời của họ
"I'm looking for a navy blue raincoat, size 36.","Tôi đang tìm một chiếc áo mưa màu xanh hải quân, cỡ 36."
He mentioned your name to me,anh ấy đã nhắc đến tên bạn
His scholastic accomplishments are remarkable.,Những thành tựu học thuật của anh ấy thật đáng nể.
You look sharp,bạn trông sắc nét
That sounds good to me.,Đó là âm thanh tốt với tôi.
Mary bears little resemblance to her mother.,Mary trông không giống mẹ cô ấy nhiều lắm.
I am going to Tokyo tomorrow.,Tôi sẽ đến Tokyo vào ngày mai.
You never cease to amaze me.,bạn không bao giờ ngưng làm tôi ngạc nhiên.
I've been patiently awaiting this grand opportunity.,Tôi đã kiên nhẫn chờ đợi cơ hội lớn này.
Comply with what you're told.,Hãy tuân thủ những gì bạn được bảo.
"You can't read French, can you?","bạn không thể đọc tiếng Pháp, bạn có thể?"
Tom should look for housing convenient to his workplace.,Tom nên tìm chỗ ở thuận tiện cho nơi làm việc của anh ấy.
Would you mind elaborating on it?,Bạn có phiền giải thích rõ hơn về nó không?
Learning is never an easy path.,Học tập không bao giờ là một con đường dễ dàng.
I can't keep track of our family budget,tôi không thể theo dõi ngân sách gia đình của chúng tôi
Tom is undeniably stout.,Tom không thể phủ nhận là mập mạp.
It's not necessary for you to make a response.,Bạn không cần phải phản hồi.
This is the correct course of action.,Đây là hướng hành động đúng đắn.
We were very careful,chúng tôi đã rất cẩn thận
I no longer remembered how proficient you were at golf.,Tôi không còn nhớ bạn chơi golf giỏi đến mức nào nữa.
They are paid by the day,họ được trả tiền trong ngày
Kindly depart immediately.,Vui lòng rời đi ngay lập tức.
Not everyone puts on nightclothes.,Không phải ai cũng mặc quần áo ngủ.
Affix your signature to this spot.,Đặt chữ ký của bạn vào vị trí này.
